LEM,POL
enraivecendo,neutral
enraivecer,neutral
enraivecerá,neutral
enraivecera,neutral
enraiveceram,neutral
enraivecêramo,neutral
enraivecêramos,neutral
enraivecerão,neutral
enraivecerás,neutral
enraiveceras,neutral
enraivecerde,neutral
enraivecerdes,neutral
enraivecere,neutral
enraivecerei,neutral
enraivecêrei,neutral
enraivecereis,neutral
enraivecêreis,neutral
enraivecerem,neutral
enraiveceremos,neutral
enraiveceres,neutral
enraiveceria,neutral
enraiveceriam,neutral
enraiveceríamos,neutral
enraivecerias,neutral
enraiveceríeis,neutral
enraivecermo,neutral
enraivecermos,neutral
enraiveces,neutral
enraivecesse,neutral
enraivecêsseis,neutral
enraivecessem,neutral
enraivecêssemos,neutral
enraivecesses,neutral
enraiveceste,neutral
enraivecestes,neutral
enraiveceu,neutral
enraiveci,neutral
enraivecia,neutral
enraiveciam,neutral
enraivecíamo,neutral
enraivecíamos,neutral
enraivecias,neutral
enraivecida,negative
enraivecidas,negative
enraivecido,negative
enraivecidos,negative
enraivecíei,neutral
enraivecíeis,neutral
enraivecimento,negative
enraiveço,neutral
enrascada,negative
enrascadas,negative
enrascado,negative
enrascados,negative
enredada,negative
enredadas,negative
enredado,negative
enredados,negative
enregelada,negative
enregeladas,negative
enregelado,negative
enregelados,negative
enresinada,negative
enresinadas,negative
enresinado,negative
enresinados,negative
enrijecida,negative
enrijecidas,negative
enrijecido,negative
enrijecidos,negative
enrodilhador,negative
enrodilhadora,negative
enrodilhadoras,negative
enrodilhadores,negative
enrolada,negative
enroladas,negative
enrolado,negative
enrolados,negative
enrubescida,neutral
enrubescidas,neutral
enrubescido,neutral
enrubescidos,neutral
enrugada,negative
enrugadas,negative
enrugado,negative
enrugados,negative
ensacada,negative
ensacadas,negative
ensacado,negative
ensacados,negative
ensangüentada,negative
ensanguentada,negative
ensangüentadas,negative
ensanguentadas,negative
ensangüentado,negative
ensanguentado,negative
ensangüentados,negative
ensanguentados,negative
ensimesmada,negative
ensimesmadas,negative
ensimesmado,negative
ensimesmados,negative
ensimesmamento,negative
ensombra,neutral
ensombrá,neutral
ensombrado,neutral
ensombrai,neutral
ensombrais,neutral
ensombram,neutral
ensombrámo,neutral
ensombramo,neutral
ensombrámos,neutral
ensombramos,neutral
ensombrando,neutral
ensombrar,neutral
ensombrará,neutral
ensombrara,neutral
ensombraram,neutral
ensombráramo,neutral
ensombráramos,neutral
ensombrarão,neutral
ensombrarás,neutral
ensombraras,neutral
ensombrarde,neutral
ensombrardes,neutral
ensombrare,neutral
ensombrarei,neutral
ensombrárei,neutral
ensombrareis,neutral
ensombráreis,neutral
ensombrarem,neutral
ensombraremos,neutral
ensombrares,neutral
ensombraria,neutral
ensombrariam,neutral
ensombraríamos,neutral
ensombrarias,neutral
ensombraríeis,neutral
ensombrarmo,neutral
ensombrarmos,neutral
ensombras,neutral
ensombrasse,neutral
ensombrásseis,neutral
ensombrassem,neutral
ensombrássemos,neutral
ensombrasses,neutral
ensombraste,neutral
ensombrastes,neutral
ensombrava,neutral
ensombravam,neutral
ensombrávamo,neutral
ensombrávamos,neutral
ensombravas,neutral
ensombrávei,neutral
ensombráveis,neutral
ensombre,neutral
ensombrei,neutral
ensombreis,neutral
ensombrem,neutral
ensombremo,neutral
ensombremos,neutral
ensombres,neutral
ensombro,neutral
ensombrou,neutral
ensurdecedor,negative
ensurdecedora,negative
ensurdecedoras,negative
ensurdecedores,negative
entala,negative
entalá,negative
entalada,negative
entaladas,negative
entalado,negative
entalados,negative
entalai,negative
entalais,negative
entalam,negative
entalámo,negative
entalamo,negative
entalámos,negative
entalamos,negative
entalando,negative
entalar,negative
entalará,negative
entalara,negative
entalaram,negative
entaláramo,negative
entaláramos,negative
entalarão,negative
entalarás,negative
entalaras,negative
entalarde,negative
entalardes,negative
entalare,negative
entalarei,negative
entalárei,negative
entalareis,negative
entaláreis,negative
entalarem,negative
entalaremos,negative
entalares,negative
entalaria,negative
entalariam,negative
entalaríamos,negative
entalarias,negative
entalaríeis,negative
entalarmo,negative
entalarmos,negative
entalas,negative
entalasse,negative
entalásseis,negative
entalassem,negative
entalássemos,negative
entalasses,negative
entalaste,negative
entalastes,negative
entalava,negative
entalavam,negative
entalávamo,negative
entalávamos,negative
entalavas,negative
entalávei,negative
entaláveis,negative
entale,negative
entalei,negative
entaleis,negative
entalem,negative
entalemo,negative
entalemos,negative
entales,negative
entalo,negative
entalou,negative
entaramelada,negative
entarameladas,negative
entaramelado,negative
entaramelados,negative
entediada,negative
entediadas,negative
entediado,negative
entediados,negative
entediante,negative
entediantes,negative
entendida,positive
entendidas,positive
entendido,positive
entendidos,positive
enternecedor,positive
enternecedora,positive
enternecedoras,positive
enternecedores,positive
enternecida,positive
enternecidas,positive
enternecido,positive
enternecidos,positive
enterra,negative
enterrá,negative
enterrada,negative
enterradas,negative
enterrado,negative
enterrados,negative
enterrai,negative
enterrais,negative
enterram,negative
enterrámo,negative
enterramo,negative
enterrámos,negative
enterramos,negative
enterrando,negative
enterrar,negative
enterrará,negative
enterrara,negative
enterraram,negative
enterráramo,negative
enterráramos,negative
enterrarão,negative
enterrarás,negative
enterraras,negative
enterrarde,negative
enterrardes,negative
enterrare,negative
enterrarei,negative
enterrárei,negative
enterrareis,negative
enterráreis,negative
enterrarem,negative
enterraremos,negative
enterrares,negative
enterraria,negative
enterrariam,negative
enterraríamos,negative
enterrarias,negative
enterraríeis,negative
enterrarmo,negative
enterrarmos,negative
enterras,negative
enterrasse,negative
enterrásseis,negative
enterrassem,negative
enterrássemos,negative
enterrasses,negative
enterraste,negative
enterrastes,negative
enterrava,negative
enterravam,negative
enterrávamo,negative
enterrávamos,negative
enterravas,negative
enterrávei,negative
enterráveis,negative
enterre,negative
enterrei,negative
enterreis,negative
enterrem,negative
enterremo,negative
enterremos,negative
enterres,negative
enterro,negative
enterrou,negative
entontecida,negative
entontecidas,negative
entontecido,negative
entontecidos,negative
entontecimento,negative
entornada,negative
entornadas,negative
entornado,negative
entornados,negative
entorpeça,negative
entorpeçais,negative
entorpeçam,negative
entorpeçamo,negative
entorpeçamos,negative
entorpeças,negative
entorpecê,negative
entorpece,negative
entorpecei,negative
entorpeceis,negative
entorpecem,negative
entorpecemo,negative
entorpecemos,negative
entorpecendo,negative
entorpecer,negative
entorpecerá,negative
entorpecera,negative
entorpeceram,negative
entorpecêramo,negative
entorpecêramos,negative
entorpecerão,negative
entorpecerás,negative
entorpeceras,negative
entorpecerde,negative
entorpecerdes,negative
entorpecere,negative
entorpecerei,negative
entorpecêrei,negative
entorpecereis,negative
entorpecêreis,negative
entorpecerem,negative
entorpeceremos,negative
entorpeceres,negative
entorpeceria,negative
entorpeceriam,negative
entorpeceríamos,negative
entorpecerias,negative
entorpeceríeis,negative
entorpecermo,negative
entorpecermos,negative
entorpeces,negative
entorpecesse,negative
entorpecêsseis,negative
entorpecessem,negative
entorpecêssemos,negative
entorpecesses,negative
entorpeceste,negative
entorpecestes,negative
entorpeceu,negative
entorpeci,negative
entorpecia,negative
entorpeciam,negative
entorpecíamo,negative
entorpecíamos,negative
entorpecias,negative
entorpecida,negative
entorpecidas,negative
entorpecido,negative
entorpecidos,negative
entorpecíei,negative
entorpecíeis,negative
entorpecimento,negative
entorpeço,negative
entortada,negative
entortadas,negative
entortado,negative
entortados,negative
entradota,neutral
entradotas,neutral
entradote,neutral
entradotes,neutral
entregador,negative
entregadora,negative
entregadoras,negative
entregadores,negative
entrevação,negative
entrevada,negative
entrevadas,negative
entrevado,negative
entrevados,negative
entristeça,negative
entristeçais,negative
entristeçam,negative
entristeçamo,negative
entristeçamos,negative
entristeças,negative
entristecê,negative
entristece,negative
entristecei,negative
entristeceis,negative
entristecem,negative
entristecemo,negative
entristecemos,negative
entristecendo,negative
entristecer,negative
entristecerá,negative
entristecera,negative
entristeceram,negative
entristecêramo,negative
entristecêramos,negative
entristecerão,negative
entristecerás,negative
entristeceras,negative
entristecerde,negative
entristecerdes,negative
entristecere,negative
entristecerei,negative
entristecêrei,negative
entristecereis,negative
entristecêreis,negative
entristecerem,negative
entristeceremos,negative
entristeceres,negative
entristeceria,negative
entristeceriam,negative
entristeceríamos,negative
entristecerias,negative
entristeceríeis,negative
entristecermo,negative
entristecermos,negative
entristeces,negative
entristecesse,negative
entristecêsseis,negative
entristecessem,negative
entristecêssemos,negative
entristecesses,negative
entristeceste,negative
entristecestes,negative
entristeceu,negative
entristeci,negative
entristecia,negative
entristeciam,negative
entristecíamo,negative
entristecíamos,negative
entristecias,negative
entristecida,negative
entristecidas,negative
entristecido,negative
entristecidos,negative
entristecíei,negative
entristecíeis,negative
entristecimento,negative
entristeço,negative
entubada,negative
entubadas,negative
entubado,negative
entubados,negative
entulhada,negative
entulhadas,negative
entulhado,negative
entulhados,negative
entumecimento,negative
entusiasma,positive
entusiasmá,positive
entusiasmado,positive
entusiasmai,positive
entusiasmais,positive
entusiasmam,positive
entusiasmámo,positive
entusiasmamo,positive
entusiasmámos,positive
entusiasmamos,positive
entusiasmando,positive
entusiasmante,positive
entusiasmantes,positive
entusiasmar,positive
entusiasmará,positive
entusiasmara,positive
entusiasmaram,positive
entusiasmáramo,positive
entusiasmáramos,positive
entusiasmarão,positive
entusiasmarás,positive
entusiasmaras,positive
entusiasmarde,positive
entusiasmardes,positive
entusiasmare,positive
entusiasmarei,positive
entusiasmárei,positive
entusiasmareis,positive
entusiasmáreis,positive
entusiasmarem,positive
entusiasmaremos,positive
entusiasmares,positive
entusiasmaria,positive
entusiasmariam,positive
entusiasmaríamos,positive
entusiasmarias,positive
entusiasmaríeis,positive
entusiasmarmo,positive
entusiasmarmos,positive
entusiasmas,positive
entusiasmasse,positive
entusiasmásseis,positive
entusiasmassem,positive
entusiasmássemos,positive
entusiasmasses,positive
entusiasmaste,positive
entusiasmastes,positive
entusiasmava,positive
entusiasmavam,positive
entusiasmávamo,positive
entusiasmávamos,positive
entusiasmavas,positive
entusiasmávei,positive
entusiasmáveis,positive
entusiasme,positive
entusiasmei,positive
entusiasmeis,positive
entusiasmem,positive
entusiasmemo,positive
entusiasmemos,positive
entusiasmes,positive
entusiasmo,positive
entusiasmou,positive
entusiasta,positive
entusiastas,positive
entusiástica,positive
entusiásticas,positive
entusiástico,positive
entusiásticos,positive
envaidecida,negative
envaidecidas,negative
envaidecido,negative
envaidecidos,negative
envelhecida,negative
envelhecidas,negative
envelhecido,negative
envelhecidos,negative
envenena,negative
envenená,negative
envenenado,negative
envenenador,negative
envenenadora,negative
envenenadoras,negative
envenenadores,negative
envenenai,negative
envenenais,negative
envenenam,negative
envenenamento,negative
envenenámo,negative
envenenamo,negative
envenenámos,negative
envenenamos,negative
envenenando,negative
envenenar,negative
envenenará,negative
envenenara,negative
envenenaram,negative
envenenáramo,negative
envenenáramos,negative
envenenarão,negative
envenenarás,negative
envenenaras,negative
envenenarde,negative
envenenardes,negative
envenenare,negative
envenenarei,negative
envenenárei,negative
envenenareis,negative
envenenáreis,negative
envenenarem,negative
envenenaremos,negative
envenenares,negative
envenenaria,negative
envenenariam,negative
envenenaríamos,negative
envenenarias,negative
envenenaríeis,negative
envenenarmo,negative
envenenarmos,negative
envenenas,negative
envenenasse,negative
envenenásseis,negative
envenenassem,negative
envenenássemos,negative
envenenasses,negative
envenenaste,negative
envenenastes,negative
envenenava,negative
envenenavam,negative
envenenávamo,negative
envenenávamos,negative
envenenavas,negative
envenenávei,negative
envenenáveis,negative
envenene,negative
envenenei,negative
enveneneis,negative
envenenem,negative
envenenemo,negative
envenenemos,negative
envenenes,negative
enveneno,negative
envenenou,negative
envergonha,negative
envergonhá,negative
envergonhada,negative
envergonhadas,negative
envergonhado,negative
envergonhados,negative
envergonhai,negative
envergonhais,negative
envergonham,negative
envergonhámo,negative
envergonhamo,negative
envergonhámos,negative
envergonhamos,negative
envergonhando,negative
envergonhar,negative
envergonhará,negative
envergonhara,negative
envergonharam,negative
envergonháramo,negative
envergonháramos,negative
envergonharão,negative
envergonharás,negative
envergonharas,negative
envergonharde,negative
envergonhardes,negative
envergonhare,negative
envergonharei,negative
envergonhárei,negative
envergonhareis,negative
envergonháreis,negative
envergonharem,negative
envergonharemos,negative
envergonhares,negative
envergonharia,negative
envergonhariam,negative
envergonharíamos,negative
envergonharias,negative
envergonharíeis,negative
envergonharmo,negative
envergonharmos,negative
envergonhas,negative
envergonhasse,negative
envergonhásseis,negative
envergonhassem,negative
envergonhássemos,negative
envergonhasses,negative
envergonhaste,negative
envergonhastes,negative
envergonhava,negative
envergonhavam,negative
envergonhávamo,negative
envergonhávamos,negative
envergonhavas,negative
envergonhávei,negative
envergonháveis,negative
envergonhe,negative
envergonhei,negative
envergonheis,negative
envergonhem,negative
envergonhemo,negative
envergonhemos,negative
envergonhes,negative
envergonho,negative
envergonhou,negative
enviesada,negative
enviesadas,negative
enviesado,negative
enviesados,negative
envinagrada,negative
envinagradas,negative
envinagrado,negative
envinagrados,negative
envolvente,neutral
envolventes,neutral
enxerida,negative
enxeridas,negative
enxerido,negative
enxeridos,negative
enxofrada,negative
enxofradas,negative
enxofrado,negative
enxofrados,negative
enxoframento,negative
enxota,neutral
enxotá,neutral
enxotado,neutral
enxotai,neutral
enxotais,neutral
enxotam,neutral
enxotámo,neutral
enxotamo,neutral
enxotámos,neutral
enxotamos,neutral
enxotando,neutral
enxotar,neutral
enxotará,neutral
enxotara,neutral
enxotaram,neutral
enxotáramo,neutral
enxotáramos,neutral
enxotarão,neutral
enxotarás,neutral
enxotaras,neutral
enxotarde,neutral
enxotardes,neutral
enxotare,neutral
enxotarei,neutral
enxotárei,neutral
enxotareis,neutral
enxotáreis,neutral
enxotarem,neutral
enxotaremos,neutral
enxotares,neutral
enxotaria,neutral
enxotariam,neutral
enxotaríamos,neutral
enxotarias,neutral
enxotaríeis,neutral
enxotarmo,neutral
enxotarmos,neutral
enxotas,neutral
enxotasse,neutral
enxotásseis,neutral
enxotassem,neutral
enxotássemos,neutral
enxotasses,neutral
enxotaste,neutral
enxotastes,neutral
enxotava,neutral
enxotavam,neutral
enxotávamo,neutral
enxotávamos,neutral
enxotavas,neutral
enxotávei,neutral
enxotáveis,neutral
enxote,neutral
enxotei,neutral
enxoteis,neutral
enxotem,neutral
enxotemo,neutral
enxotemos,neutral
enxotes,neutral
enxoto,neutral
enxotou,neutral
enxovalha,neutral
enxovalhá,neutral
enxovalhada,negative
enxovalhadas,negative
enxovalhado,negative
enxovalhados,negative
enxovalhai,neutral
enxovalhais,neutral
enxovalham,neutral
enxovalhámo,neutral
enxovalhamo,neutral
enxovalhámos,neutral
enxovalhamos,neutral
enxovalhando,neutral
enxovalhar,neutral
enxovalhará,neutral
enxovalhara,neutral
enxovalharam,neutral
enxovalháramo,neutral
enxovalháramos,neutral
enxovalharão,neutral
enxovalharás,neutral
enxovalharas,neutral
enxovalharde,neutral
enxovalhardes,neutral
enxovalhare,neutral
enxovalharei,neutral
enxovalhárei,neutral
enxovalhareis,neutral
enxovalháreis,neutral
enxovalharem,neutral
enxovalharemos,neutral
enxovalhares,neutral
enxovalharia,neutral
enxovalhariam,neutral
enxovalharíamos,neutral
enxovalharias,neutral
enxovalharíeis,neutral
enxovalharmo,neutral
enxovalharmos,neutral
enxovalhas,neutral
enxovalhasse,neutral
enxovalhásseis,neutral
enxovalhassem,neutral
enxovalhássemos,neutral
enxovalhasses,neutral
enxovalhaste,neutral
enxovalhastes,neutral
enxovalhava,neutral
enxovalhavam,neutral
enxovalhávamo,neutral
enxovalhávamos,neutral
enxovalhavas,neutral
enxovalhávei,neutral
enxovalháveis,neutral
enxovalhe,neutral
enxovalhei,neutral
enxovalheis,neutral
enxovalhem,neutral
enxovalhemo,neutral
enxovalhemos,neutral
enxovalhes,neutral
enxovalho,neutral
enxovalhou,neutral
enxuta,positive
enxutas,positive
enxuto,positive
enxutos,positive
épica,neutral
épicas,neutral
épico,neutral
épicos,neutral
epigramática,negative
epigramáticas,negative
epigramático,negative
epigramáticos,negative
epilética,negative
epiléticas,negative
epilético,negative
epiléticos,negative
equânime,positive
equânimes,positive
equanimidade,positive
equidade,positive
equilibrada,positive
equilibradas,positive
equilibrado,positive
equilibrados,positive
equilíbrio,positive
eqüitativa,positive
equitativa,positive
eqüitativas,positive
equitativas,positive
eqüitativo,positive
equitativo,positive
eqüitativos,positive
equitativos,positive
equivoca,negative
equivocá,negative
equívoca,negative
equivocada,negative
equivocadas,negative
equivocado,negative
equivocados,negative
equivocai,negative
equivocais,negative
equivocam,negative
equivocámo,negative
equivocamo,negative
equivocámos,negative
equivocamos,negative
equivocando,negative
equivocar,negative
equivocará,negative
equivocara,negative
equivocaram,negative
equivocáramo,negative
equivocáramos,negative
equivocarão,negative
equivocarás,negative
equivocaras,negative
equivocarde,negative
equivocardes,negative
equivocare,negative
equivocarei,negative
equivocárei,negative
equivocareis,negative
equivocáreis,negative
equivocarem,negative
equivocaremos,negative
equivocares,negative
equivocaria,negative
equivocariam,negative
equivocaríamos,negative
equivocarias,negative
equivocaríeis,negative
equivocarmo,negative
equivocarmos,negative
equivocas,negative
equívocas,negative
equivocasse,negative
equivocásseis,negative
equivocassem,negative
equivocássemos,negative
equivocasses,negative
equivocaste,negative
equivocastes,negative
equivocava,negative
equivocavam,negative
equivocávamo,negative
equivocávamos,negative
equivocavas,negative
equivocávei,negative
equivocáveis,negative
equivoco,negative
equívoco,negative
equívocos,negative
equivocou,negative
equivoque,negative
equivoquei,negative
equivoqueis,negative
equivoquem,negative
equivoquemo,negative
equivoquemos,negative
equivoques,negative
erecto,neutral
erectos,neutral
ereto,neutral
eretos,neutral
erma,negative
ermas,negative
ermo,negative
ermos,negative
erótica,neutral
eróticas,neutral
erótico,neutral
eróticos,neutral
erotomania,negative
erotomaníaca,negative
erotomaníacas,negative
erotomaníaco,negative
erotomaníacos,negative
erra,negative
errá,negative
errada,negative
erradas,negative
errado,negative
errados,negative
errai,negative
errais,negative
erram,negative
errámo,negative
erramo,negative
errámos,negative
erramos,negative
errando,negative
errante,negative
errantes,negative
errar,negative
errará,negative
errara,negative
erraram,negative
erráramo,negative
erráramos,negative
errarão,negative
errarás,negative
erraras,negative
errarde,negative
errardes,negative
errare,negative
errarei,negative
errárei,negative
errareis,negative
erráreis,negative
errarem,negative
erraremos,negative
errares,negative
erraria,negative
errariam,negative
erraríamos,negative
errarias,negative
erraríeis,negative
errarmo,negative
errarmos,negative
erras,negative
errasse,negative
errásseis,negative
errassem,negative
errássemos,negative
errasses,negative
erraste,negative
errastes,negative
errática,negative
erráticas,negative
errático,negative
erráticos,negative
errava,negative
erravam,negative
errávamo,negative
errávamos,negative
erravas,negative
errávei,negative
erráveis,negative
erre,negative
errei,negative
erreis,negative
errem,negative
erremo,negative
erremos,negative
erres,negative
erro,negative
erros,negative
errou,negative
erudita,positive
eruditas,positive
erudito,positive
eruditos,positive
esbaforida,negative
esbaforidas,negative
esbaforido,negative
esbaforidos,negative
esbanjada,negative
esbanjadas,negative
esbanjado,negative
esbanjador,negative
esbanjadora,negative
esbanjadoras,negative
esbanjadores,negative
esbanjados,negative
esbanjamento,negative
esbatida,negative
esbatidas,negative
esbatido,negative
esbatidos,negative
esbelta,positive
esbeltas,positive
esbelto,positive
esbeltos,positive
esbofeteá,neutral
esbofeteado,neutral
esbofeteai,neutral
esbofeteais,neutral
esbofeteámo,neutral
esbofeteamo,neutral
esbofeteámos,neutral
esbofeteamos,neutral
esbofeteando,neutral
esbofetear,neutral
esbofeteará,neutral
esbofeteara,neutral
esbofetearam,neutral
esbofeteáramo,neutral
esbofeteáramos,neutral
esbofetearão,neutral
esbofetearás,neutral
esbofetearas,neutral
esbofetearde,neutral
esbofeteardes,neutral
esbofeteare,neutral
esbofetearei,neutral
esbofeteárei,neutral
esbofeteareis,neutral
esbofeteáreis,neutral
esbofetearem,neutral
esbofetearemos,neutral
esbofeteares,neutral
esbofetearia,neutral
esbofeteariam,neutral
esbofetearíamos,neutral
esbofetearias,neutral
esbofetearíeis,neutral
esbofetearmo,neutral
esbofetearmos,neutral
esbofeteasse,neutral
esbofeteásseis,neutral
esbofeteassem,neutral
esbofeteássemos,neutral
esbofeteasses,neutral
esbofeteaste,neutral
esbofeteastes,neutral
esbofeteava,neutral
esbofeteavam,neutral
esbofeteávamo,neutral
esbofeteávamos,neutral
esbofeteavas,neutral
esbofeteávei,neutral
esbofeteáveis,neutral
esbofeteei,neutral
esbofeteeis,neutral
esbofeteemo,neutral
esbofeteemos,neutral
esbofeteia,neutral
esbofeteiam,neutral
esbofeteias,neutral
esbofeteie,neutral
esbofeteiem,neutral
esbofeteies,neutral
esbofeteio,neutral
esbofeteou,neutral
esborratada,negative
esborratadas,negative
esborratado,negative
esborratados,negative
esburacada,negative
esburacadas,negative
esburacado,negative
esburacados,negative
escabelada,negative
escabeladas,negative
escabelado,negative
escabelados,negative
escabrosa,negative
escabrosas,negative
escabrosidade,negative
escabroso,negative
escabrosos,negative
escaldada,negative
escaldadas,negative
escaldado,negative
escaldados,negative
escamada,negative
escamadas,negative
escamado,negative
escamados,negative
escamosa,negative
escamosas,negative
escamoso,negative
escamosos,negative
escamoteá,negative
escamoteado,negative
escamoteai,negative
escamoteais,negative
escamoteámo,negative
escamoteamo,negative
escamoteámos,negative
escamoteamos,negative
escamoteando,negative
escamotear,negative
escamoteará,negative
escamoteara,negative
escamotearam,negative
escamoteáramo,negative
escamoteáramos,negative
escamotearão,negative
escamotearás,negative
escamotearas,negative
escamotearde,negative
escamoteardes,negative
escamoteare,negative
escamotearei,negative
escamoteárei,negative
escamoteareis,negative
escamoteáreis,negative
escamotearem,negative
escamotearemos,negative
escamoteares,negative
escamotearia,negative
escamoteariam,negative
escamotearíamos,negative
escamotearias,negative
escamotearíeis,negative
escamotearmo,negative
escamotearmos,negative
escamoteasse,negative
escamoteásseis,negative
escamoteassem,negative
escamoteássemos,negative
escamoteasses,negative
escamoteaste,negative
escamoteastes,negative
escamoteava,negative
escamoteavam,negative
escamoteávamo,negative
escamoteávamos,negative
escamoteavas,negative
escamoteávei,negative
escamoteáveis,negative
escamoteei,negative
escamoteeis,negative
escamoteemo,negative
escamoteemos,negative
escamoteia,negative
escamoteiam,negative
escamoteias,negative
escamoteie,negative
escamoteiem,negative
escamoteies,negative
escamoteio,negative
escamoteou,negative
escancarada,negative
escancaradas,negative
escancarado,negative
escancarados,negative
escandaliza,negative
escandalizá,negative
escandalizado,negative
escandalizai,negative
escandalizais,negative
escandalizam,negative
escandalizámo,negative
escandalizamo,negative
escandalizámos,negative
escandalizamos,negative
escandalizando,negative
escandalizar,negative
escandalizará,negative
escandalizara,negative
escandalizaram,negative
escandalizáramo,negative
escandalizáramos,negative
escandalizarão,negative
escandalizarás,negative
escandalizaras,negative
escandalizarde,negative
escandalizardes,negative
escandalizare,negative
escandalizarei,negative
escandalizárei,negative
escandalizareis,negative
escandalizáreis,negative
escandalizarem,negative
escandalizaremos,negative
escandalizares,negative
escandalizaria,negative
escandalizariam,negative
escandalizaríamos,negative
escandalizarias,negative
escandalizaríeis,negative
escandalizarmo,negative
escandalizarmos,negative
escandalizas,negative
escandalizasse,negative
escandalizásseis,negative
escandalizassem,negative
escandalizássemos,negative
escandalizasses,negative
escandalizaste,negative
escandalizastes,negative
escandalizava,negative
escandalizavam,negative
escandalizávamo,negative
escandalizávamos,negative
escandalizavas,negative
escandalizávei,negative
escandalizáveis,negative
escandalize,negative
escandalizei,negative
escandalizeis,negative
escandalizem,negative
escandalizemo,negative
escandalizemos,negative
escandalizes,negative
escandalizo,negative
escandalizou,negative
escândalo,negative
escândalos,negative
escandalosa,negative
escandalosas,negative
escandaloso,negative
escandalosos,negative
escangalhada,negative
escangalhadas,negative
escangalhado,negative
escangalhados,negative
escanifrada,negative
escanifradas,negative
escanifrado,negative
escanifrados,negative
escanzelada,negative
escanzeladas,negative
escanzelado,negative
escanzelados,negative
escapa,negative
escapadiça,negative
escapadiças,negative
escapadiço,negative
escapadiços,negative
escapas,negative
escapo,negative
escapos,negative
escarneça,negative
escarneçais,negative
escarneçam,negative
escarneçamo,negative
escarneçamos,negative
escarneças,negative
escarnecê,negative
escarnece,negative
escarnecedor,negative
escarnecedora,negative
escarnecedoras,negative
escarnecedores,negative
escarnecei,negative
escarneceis,negative
escarnecem,negative
escarnecemo,negative
escarnecemos,negative
escarnecendo,negative
escarnecer,negative
escarnecerá,negative
escarnecera,negative
escarneceram,negative
escarnecêramo,negative
escarnecêramos,negative
escarnecerão,negative
escarnecerás,negative
escarneceras,negative
escarnecerde,negative
escarnecerdes,negative
escarnecere,negative
escarnecerei,negative
escarnecêrei,negative
escarnecereis,negative
escarnecêreis,negative
escarnecerem,negative
escarneceremos,negative
escarneceres,negative
escarneceria,negative
escarneceriam,negative
escarneceríamos,negative
escarnecerias,negative
escarneceríeis,negative
escarnecermo,negative
escarnecermos,negative
escarneces,negative
escarnecesse,negative
escarnecêsseis,negative
escarnecessem,negative
escarnecêssemos,negative
escarnecesses,negative
escarneceste,negative
escarnecestes,negative
escarneceu,negative
escarneci,negative
escarnecia,negative
escarneciam,negative
escarnecíamo,negative
escarnecíamos,negative
escarnecias,negative
escarnecida,negative
escarnecidas,negative
escarnecido,negative
escarnecidos,negative
escarnecíei,negative
escarnecíeis,negative
escarneço,negative
escarninha,negative
escarninhas,negative
escarninho,negative
escarninhos,negative
escárnio,negative
escarrapachada,negative
escarrapachadas,negative
escarrapachado,negative
escarrapachados,negative
escavacada,negative
escavacadas,negative
escavacado,negative
escavacados,negative
escaveirada,negative
escaveiradas,negative
escaveirado,negative
escaveirados,negative
esclareça,positive
esclareçais,positive
esclareçam,positive
esclareçamo,positive
esclareçamos,positive
esclareças,positive
esclarecê,positive
esclarece,positive
esclarecedor,positive
esclarecedora,positive
esclarecedoras,positive
esclarecedores,positive
esclarecei,positive
esclareceis,positive
esclarecem,positive
esclarecemo,positive
esclarecemos,positive
esclarecendo,positive
esclarecer,positive
esclarecerá,positive
esclarecera,positive
esclareceram,positive
esclarecêramo,positive
esclarecêramos,positive
esclarecerão,positive
esclarecerás,positive
esclareceras,positive
esclarecerde,positive
esclarecerdes,positive
esclarecere,positive
esclarecerei,positive
esclarecêrei,positive
esclarecereis,positive
esclarecêreis,positive
esclarecerem,positive
esclareceremos,positive
esclareceres,positive
esclareceria,positive
esclareceriam,positive
esclareceríamos,positive
esclarecerias,positive
esclareceríeis,positive
esclarecermo,positive
esclarecermos,positive
esclareces,positive
esclarecesse,positive
esclarecêsseis,positive
esclarecessem,positive
esclarecêssemos,positive
esclarecesses,positive
esclareceste,positive
esclarecestes,positive
esclareceu,positive
esclareci,positive
esclarecia,positive
esclareciam,positive
esclarecíamo,positive
esclarecíamos,positive
esclarecias,positive
esclarecida,positive
esclarecidas,positive
esclarecido,positive
esclarecidos,positive
esclarecíei,positive
esclarecíeis,positive
esclareço,positive
esclerosada,negative
esclerosadas,negative
esclerosado,negative
esclerosados,negative
esclerose,negative
esclerótica,negative
escleróticas,negative
esclerótico,negative
escleróticos,negative
escolarizada,positive
escolarizadas,positive
escolarizado,positive
escolarizados,positive
esconda,negative
escondais,negative
escondam,negative
escondamo,negative
escondamos,negative
escondas,negative
esconde,negative
escondê,negative
escondei,negative
escondeis,negative
escondem,negative
escondemo,negative
escondemos,negative
escondendo,negative
esconder,negative
esconderá,negative
escondera,negative
esconderam,negative
escondêramo,negative
escondêramos,negative
esconderão,negative
esconderás,negative
esconderas,negative
esconderde,negative
esconderdes,negative
escondere,negative
esconderei,negative
escondêrei,negative
escondereis,negative
escondêreis,negative
esconderem,negative
esconderemos,negative
esconderes,negative
esconderia,negative
esconderiam,negative
esconderíamos,negative
esconderias,negative
esconderíeis,negative
escondermo,negative
escondermos,negative
escondes,negative
escondesse,negative
